marker_number	marker_ID	chromosome_BroadS1	position_BroadS1	chromosome_reassembled	position_reassembled	cM	Reassembly_information
843	chrIX_4628478	9	17574912	9	4628478	13.3794268	reversed
844	chrIX_4638821	9	17564569	9	4638821	13.3794269	reversed
845	chrIX_4941504	9	17261886	9	4941504	13.7347235	reversed
846	chrIX_5108847	9	17094543	9	5108847	13.9121594	reversed
847	chrIX_5378091	9	16825299	9	5378091	14.6660572	reversed
848	chrIX_5477803	9	16725587	9	5477803	14.6660573	reversed
849	chrIX_5613687	9	16589703	9	5613687	14.8768168	reversed
850	chrIX_7295880	9	14907510	9	7295880	16.368378	reversed
851	chrIX_7451461	9	14751929	9	7451461	17.1227947	reversed
852	chrIX_7690447	9	14512943	9	7690447	17.1227948	reversed
853	chrIX_7904416	9	14298974	9	7904416	17.1227949	reversed
854	chrIX_8225031	9	13978359	9	8225031	17.3002743	reversed
855	chrIX_8235342	9	13968048	9	8235342	17.3002744	reversed
856	chrIX_8368715	9	13834675	9	8368715	17.4777539	reversed
857	chrIX_8641406	9	13561984	9	8641406	17.6552322	reversed
858	chrIX_8783652	9	13419738	9	8783652	17.6552323	reversed
859	chrIX_8963157	9	13240233	9	8963157	17.6552324	reversed
860	chrIX_9151274	9	13052116	9	9151274	17.8326748	reversed
861	chrIX_9533039	9	12670351	9	9533039	18.7236835	reversed
862	chrIX_9568614	9	12634776	9	9568614	18.7236836	reversed
863	chrIX_9812885	9	12390505	9	9812885	18.9011309	reversed
864	chrIX_11052244	9	11151146	9	11052244	19.7056221	reversed
865	chrIX_11246730	9	10956660	9	11246730	20.4583429	reversed
866	chrIX_11551968	9	10651422	9	11551968	21.3236951	reversed
867	chrIX_11695186	9	10508204	9	11695186	21.3236952	reversed
868	chrIX_11710477	9	10492913	9	11710477	21.6087623	reversed
869	chrIX_11949151	9	10254239	9	11949151	21.8938266	reversed
870	chrIX_12543749	9	9659641	9	12543749	22.4054641	reversed
871	chrIX_12664882	9	9538508	9	12664882	22.6384395	reversed
872	chrIX_12899385	9	9304005	9	12899385	22.6384396	reversed
873	chrIX_12965386	9	9238004	9	12965386	22.6384397	reversed
874	chrIX_14002582	9	8200808	9	14002582	22.9937771	reversed
875	chrIX_14027704	9	8175686	9	14027704	22.9937772	reversed
876	chrIX_14138822	9	8064568	9	14138822	23.1712534	reversed
877	chrIX_14368550	9	7834840	9	14368550	23.5265999	reversed
878	chrIX_14433416	9	7769974	9	14433416	23.8819508	reversed
879	chrIX_14480692	9	7722698	9	14480692	23.8819509	reversed
880	chrIX_14619326	9	7584064	9	14619326	24.2372452	reversed
881	chrIX_15086066	9	7117324	9	15086066	25.5353986	reversed
882	chrIX_15155141	9	7048249	9	15155141	25.7263898	reversed
883	chrIX_15891963	9	6311427	9	15891963	29.0929316	reversed
884	chrIX_16175240	9	6028150	9	16175240	30.3546857	reversed
885	chrIX_16322388	9	5881002	9	16322388	30.7705028	reversed
886	chrIX_16458394	9	5744996	9	16458394	32.7671864	reversed
887	chrIX_16596493	9	5606897	9	16596493	33.6069262	reversed
888	chrIX_16688448	9	5514942	9	16688448	33.9927646	reversed
889	chrIX_16830779	9	5372611	9	16830779	35.3579338	reversed
890	chrIX_16866349	9	5337041	9	16866349	35.7131702	reversed
891	chrIX_16872566	9	5330824	9	16872566	35.7131703	reversed
892	chrIX_17090164	9	5113226	9	17090164	35.7131704	reversed
893	chrIX_18068413	9	18068413	9	18068413	46.5254328	congruent
894	chrIX_18381630	9	18381630	9	18381630	48.7015944	congruent
895	chrIX_18381939	9	18381939	9	18381939	48.9244212	congruent
896	chrIX_18512790	9	18512790	9	18512790	51.657594	congruent
897	chrIX_18692315	9	18692315	9	18692315	51.8647627	congruent
898	chrIX_18800654	9	18800654	9	18800654	51.8647628	congruent
899	chrIX_19075284	9	19075284	9	19075284	53.0353259	congruent
900	chrIX_19238247	9	19238247	9	19238247	53.5685641	congruent
901	chrIX_19244809	9	19244809	9	19244809	53.5685642	congruent
902	chrIX_19249985	9	19249985	9	19249985	53.5685643	congruent
903	chrIX_19264765	9	19264765	9	19264765	53.5685644	congruent
904	chrIX_19267062	9	19267062	9	19267062	53.5685645	congruent
905	chrX_474243	Un	14102560	10	474243	0	injected,normalSense
906	chrX_682996	Un	14311313	10	682996	0.0000001	injected,normalSense
907	chrX_1383055	10	272920	10	1383055	1.9723888	shifted
908	chrX_2640475	10	1530340	10	2640475	2.1497584	shifted
909	chrX_2819843	10	1709708	10	2819843	2.6240408	shifted
910	chrX_3015232	10	1905097	10	3015232	2.8605517	shifted
911	chrX_3032145	10	1922010	10	3032145	2.8605518	shifted
912	chrX_3094083	10	1983948	10	3094083	3.7456139	shifted
913	chrX_3451703	10	2341568	10	3451703	4.5814858	shifted
914	chrX_3455377	10	2345242	10	3455377	4.8196679	shifted
915	chrX_3491677	10	2381542	10	3491677	4.819668	shifted
916	chrX_3640814	10	2530679	10	3640814	5.1749918	shifted
917	chrX_3675297	10	2565162	10	3675297	5.1749919	shifted
918	chrX_3757519	10	2647384	10	3757519	5.7085288	shifted
919	chrX_3758563	10	2648428	10	3758563	5.7085289	shifted
920	chrX_3777385	10	2667250	10	3777385	5.925532	shifted
921	chrX_4187818	10	3077683	10	4187818	6.6797221	shifted
922	chrX_4225565	10	3115430	10	4225565	6.961702	shifted
923	chrX_4307039	10	3196904	10	4307039	7.149949	shifted
924	chrX_5963281	10	4853146	10	5963281	12.6242584	shifted
925	chrX_5968871	10	4858736	10	5968871	12.6242585	shifted
926	chrX_6043377	10	4933242	10	6043377	12.8894548	shifted
927	chrX_6088979	10	4978844	10	6088979	13.2141168	shifted
928	chrX_6791627	10	5681492	10	6791627	14.0552019	shifted
929	chrX_6949156	10	5839021	10	6949156	14.2916672	shifted
930	chrX_7179476	10	6069341	10	7179476	14.7658197	shifted
931	chrX_7336301	10	6226166	10	7336301	14.7658198	shifted
932	chrX_7472822	10	6362687	10	7472822	14.7658199	shifted
933	chrX_7517514	10	6407379	10	7517514	14.9432788	shifted
934	chrX_7545201	10	6435066	10	7545201	14.9432826	shifted
935	chrX_7549872	10	6439737	10	7549872	14.9432827	shifted
936	chrX_7554542	10	6444407	10	7554542	14.9432828	shifted
937	chrX_7582710	10	6472575	10	7582710	14.9432829	shifted
938	chrX_7673122	10	6562987	10	7673122	14.943283	shifted
939	chrX_7797205	10	6687070	10	7797205	14.9432831	shifted
940	chrX_8550123	10	7439988	10	8550123	15.8338419	shifted
941	chrX_9243230	10	8133095	10	9243230	16.3670888	shifted
942	chrX_9514265	10	8404130	10	9514265	16.3670889	shifted
943	chrX_10226454	10	9116319	10	10226454	18.3378499	shifted
944	chrX_10363126	10	9252991	10	10363126	18.33785	shifted
945	chrX_10397760	10	9287625	10	10397760	18.3378501	shifted
946	chrX_10404499	10	9294364	10	10404499	18.3378502	shifted
947	chrX_10752420	10	9642285	10	10752420	19.228558	shifted
948	chrX_10963067	10	9852932	10	10963067	19.6728283	shifted
949	chrX_11141303	10	10031168	10	11141303	20.117128	shifted
950	chrX_11305569	10	10195434	10	11305569	20.2945828	shifted
951	chrX_11364884	10	10254749	10	11364884	20.2945829	shifted
952	chrX_11515598	10	10405463	10	11515598	20.6498469	shifted
953	chrX_11916747	10	10806612	10	11916747	21.2055788	shifted
954	chrX_11924256	10	10814121	10	11924256	21.2055789	shifted
955	chrX_12762226	10	11652091	10	12762226	24.7869404	shifted
956	chrX_12772327	10	11662192	10	12772327	24.9808543	shifted
957	chrX_12778517	10	11668382	10	12778517	25.3361456	shifted
958	chrX_12802619	10	11692484	10	12802619	25.6914007	shifted
959	chrX_12868852	10	11758717	10	12868852	26.6053903	shifted
960	chrX_12951891	10	11841756	10	12951891	27.3116326	shifted
961	chrX_13041561	10	11931426	10	13041561	27.9798309	shifted
962	chrX_13635785	10	12525650	10	13635785	33.6044399	shifted
963	chrX_13667410	10	12557275	10	13667410	34.2108239	shifted
964	chrX_14093579	10	12983444	10	14093579	37.9723435	shifted
965	chrX_14165267	10	13055132	10	14165267	38.7436028	shifted
966	chrX_14206495	10	13096360	10	14206495	39.4555111	shifted
967	chrX_14213318	10	13103183	10	14213318	39.4555112	shifted
968	chrX_14256200	10	13146065	10	14256200	39.8107898	shifted
969	chrX_14272749	10	13162614	10	14272749	39.8107899	shifted
970	chrX_14331217	10	13221082	10	14331217	40.433445	shifted
971	chrX_14429490	10	13319355	10	14429490	41.0561814	shifted
972	chrX_14443031	10	13332896	10	14443031	41.2336154	shifted
973	chrX_14522791	10	13412656	10	14522791	41.8697443	shifted
974	chrX_14570420	10	13460285	10	14570420	42.340894	shifted
975	chrX_14769145	10	13659010	10	14769145	44.7314349	shifted
976	chrX_15017750	10	13907615	10	15017750	48.424353	shifted
977	chrX_15042167	10	13932032	10	15042167	49.1282358	shifted
978	chrX_15081289	10	13971154	10	15081289	49.9488886	shifted
979	chrX_15210500	10	14100365	10	15210500	50.9379124	shifted
980	chrX_15273394	10	14163259	10	15273394	51.2015253	shifted
981	chrX_15332153	10	14222018	10	15332153	51.769429	shifted
982	chrX_15373768	10	14263633	10	15373768	52.4976475	shifted
983	chrX_15773483	10	14663348	10	15773483	55.0579516	shifted
984	chrX_15815161	10	14705026	10	15815161	55.0579517	shifted
985	chrX_15836905	10	14726770	10	15836905	55.0579518	shifted
986	chrX_15849725	10	14739590	10	15849725	55.2354211	shifted
987	chrX_15918534	10	14808399	10	15918534	55.2354212	shifted
988	chrX_15949375	10	14839240	10	15949375	55.2354213	shifted
989	chrX_16002183	10	14892048	10	16002183	55.4128907	shifted
990	chrX_16013390	10	14903255	10	16013390	55.4128908	shifted
991	chrX_16162095	10	15051960	10	16162095	55.5903601	shifted
992	chrX_16176261	10	15066126	10	16176261	55.5903602	shifted
993	chrX_16275002	10	15164867	10	16275002	55.7678284	shifted
994	chrX_16299221	10	15189086	10	16299221	55.7678285	shifted
995	chrX_16309361	10	15199226	10	16309361	55.7678286	shifted
996	chrX_16405235	10	15295100	10	16405235	55.7678287	shifted
997	chrX_16431481	10	15321346	10	16431481	55.7678288	shifted
998	chrXI_730024	11	730024	11	730024	0	congruent
999	chrXI_1023695	11	1023695	11	1023695	0.0000001	congruent
1000	chrXI_1049266	11	1049266	11	1049266	0.0000002	congruent
1001	chrXI_1571149	11	1571149	11	1571149	0.0000003	congruent
1002	chrXI_1935773	11	1935773	11	1935773	0.0000004	congruent
1003	chrXI_2299155	11	2299155	11	2299155	1.2491054	congruent
1004	chrXI_2307144	11	2307144	11	2307144	1.2491055	congruent
1005	chrXI_2341526	11	2341526	11	2341526	1.4265163	congruent
1006	chrXI_2881248	11	2881248	11	2881248	2.6082297	congruent
1007	chrXI_2976942	11	2976942	11	2976942	3.3210276	congruent
1008	chrXI_3138421	11	3138421	11	3138421	3.9201774	congruent
1009	chrXI_3295758	11	3295758	11	3295758	3.9201775	congruent
1010	chrXI_3473014	11	3473014	11	3473014	5.2957658	congruent
1011	chrXI_3609775	11	3609775	11	3609775	5.8821332	congruent
1012	chrXI_3888048	11	3888048	11	3888048	6.237373	congruent
1013	chrXI_3931470	11	3931470	11	3931470	6.2373731	congruent
1014	chrXI_4036086	11	4036086	11	4036086	6.2373732	congruent
1015	chrXI_4134734	11	4134734	11	4134734	6.6118567	congruent
1016	chrXI_4239236	11	4239236	11	4239236	6.7988795	congruent
1017	chrXI_4397994	11	4397994	11	4397994	6.9857847	congruent
1018	chrXI_5644755	11	5644755	11	5644755	9.6448421	congruent
1019	chrXI_6100749	11	6100749	11	6100749	9.6448422	congruent
1020	chrXI_6239999	11	6239999	11	6239999	9.6448423	congruent
1021	chrXI_6713508	11	6713508	11	6713508	10.1781944	congruent
1022	chrXI_6772628	11	6772628	11	6772628	10.1781945	congruent
1023	chrXI_6917728	11	6917728	11	6917728	10.1781946	congruent
1024	chrXI_7113178	11	7113178	11	7113178	10.6523341	congruent
1025	chrXI_7147436	11	7147436	11	7147436	10.8888168	congruent
1026	chrXI_7285737	11	7285737	11	7285737	10.8888169	congruent
1027	chrXI_7385764	11	7385764	11	7385764	11.1543001	congruent
1028	chrXI_7988692	11	7988692	11	7988692	11.9561673	congruent
1029	chrXI_8041558	11	8041558	11	8041558	11.9561674	congruent
1030	chrXI_8308915	11	8308915	11	8308915	12.1336186	congruent
1031	chrXI_8537310	11	8537310	11	8537310	12.4888519	congruent
1032	chrXI_8556321	11	8556321	11	8556321	12.488852	congruent
1033	chrXI_9611496	11	9611496	11	9611496	13.4730171	congruent
1034	chrXI_9836343	11	9836343	11	9836343	13.7826528	congruent
1035	chrXI_10107335	11	10107335	11	10107335	14.6252152	congruent
1036	chrXI_10124123	11	10124123	11	10124123	14.6252153	congruent
1037	chrXI_10140558	11	10140558	11	10140558	14.6252154	congruent
1038	chrXI_10763738	11	10763738	11	10763738	16.053916	congruent
1039	chrXI_11036531	11	11036531	11	11036531	16.5871526	congruent
1040	chrXI_11468450	11	11468450	11	11468450	17.2988343	congruent
1041	chrXI_11485932	11	11485932	11	11485932	17.2988344	congruent
1042	chrXI_11508093	11	11508093	11	11508093	17.4762914	congruent
1043	chrXI_11587172	11	11587172	11	11587172	17.6537527	congruent
1044	chrXI_11635078	11	11635078	11	11635078	17.6537528	congruent
1045	chrXI_11653699	11	11653699	11	11653699	17.6537529	congruent
1046	chrXI_11862682	11	11862682	11	11862682	18.1509591	congruent
1047	chrXI_12019103	11	12019103	11	12019103	18.8988924	congruent
1048	chrXI_12060159	11	12060159	11	12060159	19.0762901	congruent
1049	chrXI_12105226	11	12105226	11	12105226	19.0762939	congruent
1050	chrXI_12747473	11	12747473	11	12747473	19.6096115	congruent
1051	chrXI_12752496	11	12752496	11	12752496	19.6096116	congruent
1052	chrXI_12893386	11	12893386	11	12893386	20.5000363	congruent
1053	chrXI_12915002	11	12915002	11	12915002	20.5000364	congruent
1054	chrXI_12956224	11	12956224	11	12956224	20.5000365	congruent
1055	chrXI_12961943	11	12961943	11	12961943	20.5000366	congruent
1056	chrXI_13027099	11	13027099	11	13027099	20.8813326	congruent
1057	chrXI_13052637	11	13052637	11	13052637	21.0741382	congruent
1058	chrXI_13200910	11	13200910	11	13200910	23.0738223	congruent
1059	chrXI_13542840	11	13542840	11	13542840	24.293361	congruent
1060	chrXI_13620229	11	13620229	11	13620229	24.2933611	congruent
1061	chrXI_14075733	11	14075733	11	14075733	27.6945992	congruent
1062	chrXI_14269495	11	14269495	11	14269495	29.9507923	congruent
1063	chrXI_14402011	11	14402011	11	14402011	31.9265078	congruent
1064	chrXI_14754400	11	14754400	11	14754400	35.5303711	congruent
1065	chrXI_14762231	11	14762231	11	14762231	35.7466309	congruent
1066	chrXI_15063043	11	15063043	11	15063043	37.8767211	congruent
1067	chrXI_15172779	Un	32375784	11	15172779	38.8213953	injected,normalSense
1068	chrXI_15172994	Un	32375999	11	15172994	38.8213954	injected,normalSense
1069	chrXI_15249381	Un	32452386	11	15249381	39.5331021	injected,normalSense
1070	chrXI_15277743	Un	32480748	11	15277743	40.0663929	injected,normalSense
1071	chrXI_15292276	Un	32495281	11	15292276	40.4274171	injected,normalSense
1072	chrXI_15292395	Un	32495400	11	15292395	40.4274172	injected,normalSense
1073	chrXI_15329648	Un	32532653	11	15329648	40.6481362	injected,normalSense
1074	chrXI_16149233	11	15957856	11	16149233	50.3730728	shifted
1075	chrXI_16371137	11	16179760	11	16371137	50.3730729	shifted
1076	chrXI_16517133	11	16325756	11	16517133	50.5535396	shifted
1077	chrXI_16527610	11	16336233	11	16527610	50.5535397	shifted
1078	chrXII_314430	12	314430	12	314430	0	congruent
1079	chrXII_363317	12	363317	12	363317	0.0000001	congruent
1080	chrXII_458272	12	458272	12	458272	0.7116131	congruent
1081	chrXII_552535	12	552535	12	552535	1.5125222	congruent
1082	chrXII_628267	12	628267	12	628267	2.3134045	congruent
1083	chrXII_901981	12	901981	12	901981	4.9449201	congruent
1084	chrXII_1687286	Un	17076637	12	1687286	17.3422904	injected,normalSense
1085	chrXII_1755378	Un	17144729	12	1755378	17.7854307	injected,normalSense
1086	chrXII_1873451	Un	17262802	12	1873451	18.447051	injected,normalSense
1087	chrXII_1982026	Un	17371377	12	1982026	19.0306967	injected,normalSense
1088	chrXII_2040860	Un	17430211	12	2040860	19.2081255	injected,normalSense
1089	chrXII_2059327	Un	17448678	12	2059327	19.3855556	injected,normalSense
1090	chrXII_2229332	12	1360160	12	2229332	19.9188108	shifted
1091	chrXII_2319607	12	1450435	12	2319607	20.096242	shifted
1092	chrXII_2352943	12	1483771	12	2352943	20.0962421	shifted
1093	chrXII_2385821	12	1516649	12	2385821	20.0962422	shifted
1094	chrXII_2675932	12	1806760	12	2675932	20.6294844	shifted
1095	chrXII_2857714	12	1988542	12	2857714	21.1626323	shifted
1096	chrXII_3293009	12	16333189	12	3293009	24.224482	reversed,shifted
1097	chrXII_3396393	12	16229805	12	3396393	24.2244821	reversed,shifted
1098	chrXII_3934807	12	15691391	12	3934807	24.9361449	reversed,shifted
1099	chrXII_3940778	12	15685420	12	3940778	25.1135628	reversed,shifted
1100	chrXII_4091053	12	15535145	12	4091053	25.4687825	reversed,shifted
1101	chrXII_4189273	12	15436925	12	4189273	25.4687826	reversed,shifted
1102	chrXII_4199328	12	15426870	12	4199328	25.6462239	reversed,shifted
1103	chrXII_4487930	12	15138268	12	4487930	26.0904504	reversed,shifted
1104	chrXII_4512993	12	15113205	12	4512993	26.5346701	reversed,shifted
1105	chrXII_4616666	12	15009532	12	4616666	27.0679819	reversed,shifted
1106	chrXII_4659594	12	14966604	12	4659594	27.067982	reversed,shifted
1107	chrXII_4712805	12	14913393	12	4712805	27.3126263	reversed,shifted
1108	chrXII_5026649	12	14599549	12	5026649	28.3531988	reversed,shifted
1109	chrXII_5368688	12	14257510	12	5368688	29.0263738	reversed,shifted
1110	chrXII_5389265	12	14236933	12	5389265	29.0263739	reversed,shifted
1111	chrXII_5396624	12	14229574	12	5396624	29.026374	reversed,shifted
1112	chrXII_5705150	12	13921048	12	5705150	30.0453223	reversed,shifted
1113	chrXII_6296153	12	13330045	12	6296153	30.4510138	reversed,shifted
1114	chrXII_6478741	12	13147457	12	6478741	30.4510139	reversed,shifted
1115	chrXII_6601433	12	13024765	12	6601433	30.451014	reversed,shifted
1116	chrXII_6980428	12	12645770	12	6980428	31.162842	reversed,shifted
1117	chrXII_7309146	12	12317052	12	7309146	31.340256	reversed,shifted
1118	chrXII_7459615	12	12166583	12	7459615	31.9498809	reversed,shifted
1119	chrXII_8027466	12	11598732	12	8027466	32.7638962	reversed,shifted
1120	chrXII_8170355	12	11455843	12	8170355	33.2972276	reversed,shifted
1121	chrXII_8598574	12	11027624	12	8598574	33.7669874	reversed,shifted
1122	chrXII_8742399	12	10883799	12	8742399	34.0282443	reversed,shifted
1123	chrXII_8751324	12	10874874	12	8751324	34.0282444	reversed,shifted
1124	chrXII_11042121	12	8584077	12	11042121	38.1740681	reversed,shifted
1125	chrXII_11070142	12	8556056	12	11070142	38.3586273	reversed,shifted
1126	chrXII_11221823	12	8404375	12	11221823	38.8919497	reversed,shifted
1127	chrXII_11442632	12	8183566	12	11442632	39.9615976	reversed,shifted
1128	chrXII_12085779	12	7540419	12	12085779	41.2109411	reversed,shifted
1129	chrXII_12208602	12	7417596	12	12208602	41.4041727	reversed,shifted
1130	chrXII_12377244	12	7248954	12	12377244	41.6183651	reversed,shifted
1131	chrXII_12893085	12	6733113	12	12893085	43.3550684	reversed,shifted
1132	chrXII_12910435	12	6715763	12	12910435	43.3550685	reversed,shifted
1133	chrXII_12916283	12	6709915	12	12916283	43.3550686	reversed,shifted
1134	chrXII_12978575	12	6647623	12	12978575	43.3550687	reversed,shifted
1135	chrXII_13019607	12	6606591	12	13019607	43.5325347	reversed,shifted
1136	chrXII_13089503	12	6536695	12	13089503	43.7100018	reversed,shifted
1137	chrXII_13183383	12	6442815	12	13183383	43.7100019	reversed,shifted
1138	chrXII_13226236	12	6399962	12	13226236	43.8874702	reversed,shifted
1139	chrXII_13348386	12	6277812	12	13348386	44.0649396	reversed,shifted
1140	chrXII_13355262	12	6270936	12	13355262	44.0649397	reversed,shifted
1141	chrXII_13412405	12	6213793	12	13412405	44.0649398	reversed,shifted
1142	chrXII_13486714	12	6139484	12	13486714	44.0649399	reversed,shifted
1143	chrXII_13798996	12	5827202	12	13798996	44.4779631	reversed,shifted
1144	chrXII_13919387	12	5706811	12	13919387	45.3336889	reversed,shifted
1145	chrXII_14785288	12	4840910	12	14785288	50.8375459	reversed,shifted
1146	chrXII_15070931	12	4555267	12	15070931	52.066717	reversed,shifted
1147	chrXII_15203405	12	4422793	12	15203405	52.2441466	reversed,shifted
1148	chrXII_15258977	12	4367221	12	15258977	52.4216049	reversed,shifted
1149	chrXII_15490776	12	4135422	12	15490776	53.0865613	reversed,shifted
1150	chrXII_16337327	12	3288871	12	16337327	53.3260664	reversed,shifted
1151	chrXII_18917003	12	18047831	12	18917003	55.8296647	shifted
1152	chrXII_18975433	12	18106261	12	18975433	55.8296648	shifted
1153	chrXIII_424981	13	424981	13	424981	0	congruent
1154	chrXIII_524297	13	524297	13	524297	0.0000001	congruent
1155	chrXIII_872791	13	872791	13	872791	0.1774726	congruent
1156	chrXIII_896877	13	896877	13	896877	0.1774727	congruent
1157	chrXIII_1003457	13	1003457	13	1003457	0.1774728	congruent
1158	chrXIII_1004929	13	1004929	13	1004929	0.1774729	congruent
1159	chrXIII_1040802	13	1040802	13	1040802	0.177473	congruent
1160	chrXIII_1130728	13	1130728	13	1130728	0.1774731	congruent
1161	chrXIII_1447764	13	1447764	13	1447764	0.1774732	congruent
1162	chrXIII_1713702	13	1713702	13	1713702	0.7109188	congruent
1163	chrXIII_1834379	13	1834379	13	1834379	1.2443702	congruent
1164	chrXIII_2159509	13	2159509	13	2159509	1.6300682	congruent
1165	chrXIII_3047242	13	3047242	13	3047242	4.2400228	congruent
1166	chrXIII_4988787	13	4988787	13	4988787	9.5288973	congruent
1167	chrXIII_5150686	13	5150686	13	5150686	9.7157858	congruent
1168	chrXIII_5159906	13	5159906	13	5159906	9.7157859	congruent
1169	chrXIII_5594991	13	5594991	13	5594991	10.0122127	congruent
1170	chrXIII_5877739	13	5877739	13	5877739	12.4652743	congruent
1171	chrXIII_5879075	13	5879075	13	5879075	12.4652744	congruent
1172	chrXIII_5910668	13	5910668	13	5910668	12.4652745	congruent
1173	chrXIII_6159286	13	6159286	13	6159286	13.4148415	congruent
1174	chrXIII_6509401	13	6509401	13	6509401	15.3258542	congruent
1175	chrXIII_6511670	13	6511670	13	6511670	15.3258543	congruent
1176	chrXIII_6511858	13	6511858	13	6511858	15.3258544	congruent
1177	chrXIII_6744949	13	6744949	13	6744949	15.6811013	congruent
1178	chrXIII_6757608	13	6757608	13	6757608	15.6811014	congruent
1179	chrXIII_6797091	13	6797091	13	6797091	15.8585573	congruent
1180	chrXIII_7081461	13	7081461	13	7081461	16.2138121	congruent
1181	chrXIII_7340271	13	7340271	13	7340271	16.7717475	congruent
1182	chrXIII_7357456	13	7357456	13	7357456	16.7717476	congruent
1183	chrXIII_10133318	13	10133318	13	10133318	20.1697865	congruent
1184	chrXIII_10324827	13	10324827	13	10324827	20.3560646	congruent
1185	chrXIII_10333387	13	10333387	13	10333387	20.3560647	congruent
1186	chrXIII_10400330	13	10400330	13	10400330	20.3560648	congruent
1187	chrXIII_10598454	13	10598454	13	10598454	20.3560649	congruent
1188	chrXIII_10886695	13	10886695	13	10886695	20.7578012	congruent
1189	chrXIII_11385258	13	11385258	13	11385258	21.1595135	congruent
1190	chrXIII_11859545	13	11859545	13	11859545	21.8915735	congruent
1191	chrXIII_12037706	13	12037706	13	12037706	21.8915736	congruent
1192	chrXIII_12350802	13	12350802	13	12350802	22.3115289	congruent
1193	chrXIII_12427150	13	12427150	13	12427150	22.844846	congruent
1194	chrXIII_12473476	13	12473476	13	12473476	22.8448461	congruent
1195	chrXIII_14187972	13	14187972	13	14187972	24.2736509	congruent
1196	chrXIII_14218142	13	14218142	13	14218142	24.273651	congruent
1197	chrXIII_14279430	13	14279430	13	14279430	24.2736511	congruent
1198	chrXIII_14566394	13	14566394	13	14566394	24.8473795	congruent
1199	chrXIII_15259813	13	15259813	13	15259813	26.776922	congruent
1200	chrXIII_15312893	13	15312893	13	15312893	26.7769221	congruent
1201	chrXIII_15378570	13	15378570	13	15378570	26.7769222	congruent
1202	chrXIII_15571272	13	15571272	13	15571272	27.1321421	congruent
1203	chrXIII_15794516	13	15794516	13	15794516	27.8439088	congruent
1204	chrXIII_16112933	13	16112933	13	16112933	29.2334807	congruent
1205	chrXIII_16278770	13	16278770	13	16278770	29.6277063	congruent
1206	chrXIII_16285147	13	16285147	13	16285147	29.6277064	congruent
1207	chrXIII_16299065	13	16299065	13	16299065	29.6277065	congruent
1208	chrXIII_16655026	13	16655026	13	16655026	30.6420862	congruent
1209	chrXIII_16871488	13	16871488	13	16871488	31.0960641	congruent
1210	chrXIII_16932624	13	16932624	13	16932624	31.4892813	congruent
1211	chrXIII_17013719	13	17013719	13	17013719	32.4763038	congruent
1212	chrXIII_17124757	13	17124757	13	17124757	33.4862621	congruent
1213	chrXIII_17287015	13	17287015	13	17287015	36.5449186	congruent
1214	chrXIII_17478984	13	17478984	13	17478984	38.0590185	congruent
1215	chrXIII_17641463	13	17641463	13	17641463	38.9288637	congruent
1216	chrXIII_17681320	13	17681320	13	17681320	39.1951452	congruent
1217	chrXIII_17690411	13	17690411	13	17690411	39.1951453	congruent
1218	chrXIII_17693501	13	17693501	13	17693501	39.4614388	congruent
1219	chrXIII_17696174	13	17696174	13	17696174	39.4614389	congruent
1220	chrXIII_17771355	13	17771355	13	17771355	39.6388839	congruent
1221	chrXIII_17901112	13	17901112	13	17901112	40.2156806	congruent
1222	chrXIII_18178289	13	18178289	13	18178289	41.9828351	congruent
1223	chrXIII_18430512	13	18430512	13	18430512	44.9246366	congruent
1224	chrXIII_18950380	13	19182382	13	18950380	54.4008084	reversed
1225	chrXIII_19044300	13	19088462	13	19044300	54.4008085	reversed
1226	chrXIII_19046850	13	19085912	13	19046850	54.7560018	reversed
1227	chrXIII_19071975	13	19060787	13	19071975	54.7560019	reversed
1228	chrXIII_19206097	13	18926665	13	19206097	56.5443479	reversed
1229	chrXIII_19444640	13	18688122	13	19444640	58.8760402	reversed
1230	chrXIII_19533400	13	18599362	13	19533400	58.8760403	reversed
1231	chrXIII_19628889	13	18503873	13	19628889	58.8760404	reversed
1232	chrXIII_19677324	13	19677324	13	19677324	63.2313949	congruent
1233	chrXIII_19683498	13	19683498	13	19683498	63.231395	congruent
1234	chrXIII_19691515	13	19691515	13	19691515	63.2313951	congruent
1235	chrXIII_19791053	13	19791053	13	19791053	63.2313952	congruent
1236	chrXIII_19793352	13	19793352	13	19793352	63.2313953	congruent
1237	chrXIII_19840081	13	19840081	13	19840081	63.4088532	congruent
1238	chrXIII_19882876	13	19882876	13	19882876	63.4088533	congruent
1239	chrXIV_690633	14	690633	14	690633	0	congruent
1240	chrXIV_894868	14	894868	14	894868	0.955731	congruent
1241	chrXIV_1046927	14	1046927	14	1046927	2.4964825	congruent
1242	chrXIV_1076431	14	1076431	14	1076431	2.4964826	congruent
1243	chrXIV_1195049	14	1195049	14	1195049	3.5909601	congruent
1244	chrXIV_1514160	14	1514160	14	1514160	6.6707351	congruent
1245	chrXIV_1554829	14	1554829	14	1554829	8.2063342	congruent
1246	chrXIV_1790313	14	1790313	14	1790313	10.3950731	congruent
1247	chrXIV_1825648	14	1825648	14	1825648	10.3950732	congruent
1248	chrXIV_1931915	14	1931915	14	1931915	11.4668149	congruent
1249	chrXIV_1962086	14	1962086	14	1962086	12.5182746	congruent
1250	chrXIV_2032619	14	2032619	14	2032619	13.7848387	congruent
